path,category,reason,loc,math_hits,definitions,imports,sha256
phase5_v7r_fqm_gauge_isometry_classifier.py,direct,equation-bearing symbolic/numeric research implementation,285,55,det2;matmul;transpose;transform;flatten;symmetric_matrices_rank2;gl2;nondegenerate;canonical_key;orbit_size;radical_size;prime_factors;two_primary_note;write_csv;main,__future__;dataclasses;itertools;math;csv;json;pathlib,f0d1f4585645fb9a5589af165875f31e4cccab1503a91241bcaa2a3d60f8e878
phase5_v7s_2primary_normalization_jordan_policy.py,direct,equation-bearing symbolic/numeric research implementation,42,14,mod1;Block;run;__init__;group_elems;q;gauss;brown;norm_key,fractions;math;cmath;json,6ecd8e11cb0d2685843053326350077d19babb95a18a482e046c24e64fd85b75
phase5_v7t_t_to_fqm_extraction.py,direct,equation-bearing symbolic/numeric research implementation,701,161,read_csv;axis_num;lcm;lcm_all;axes_for;mod_vector;pair_contributions;radical_dim;product_ranges;brown_proxy;block_symbol;canonical_key;symmetric_gate;write_csv;rec,csv;json;hashlib;os;shutil;zipfile;math;pathlib;fractions;itertools;nbformat,ed39792a97cf01f25981a80f078de7062e41cf17b0eae99f8749d45ad3e3dd31
phase5_v7u_full_orthad_lens_compiler_binding.py,direct,equation-bearing symbolic/numeric research implementation,360,63,Axis;Event;State;sort_pair;lens_ratio;mul_ratio;inv_ratio;ratio_to_str;event_support;independent;admissible_prefix;compile_history;rec;pair_c;fqm_from_state;frac_mod1;B_value;radical_size;factor;vp;jordan_symbol_key;class_key;permute;write_csv;build_history;main;uv;D;lens_amp;lens;copy,__future__;dataclasses;fractions;itertools;math;csv;json;random;pathlib,7eb3ebf40ef5ae7f604f9572911539691c08a219fbd5e309c47ed0bbfc80a87f
phase5_v7w_parity_seating_post_l_mod12.py,direct,research algorithm/exact arithmetic implementation,37,0,chi12;seat6;parity_latch;seat12_from_latch;verify,__future__;math,81cb7ef6ec64d1fc5655ac4b88b86d2ae2660183c32f95a533b8af6f0b493808
phase5_v7x_depth_follow_channel_readout.py,direct,equation-bearing symbolic/numeric research implementation,578,107,chi12;support;pre_l_seat;parity_latch;post_l_seat;lens_sign;seat_sign;lap_sign;exponent_num;exponent_den;width_for_depth;n_terms;no_latch_post;no_latch_sign;mod8_sign;write_csv;sha256,pathlib;csv;json;hashlib;zipfile;math;textwrap;datetime;nbformat;shutil,abe2f34ef1d65a424a273659480b7ed6c560318a9dba5a6f0e31c9c51b263e42
phase5_v7y_asymmetric_corridor_arbitrary_start_ladder.py,direct,equation-bearing symbolic/numeric research implementation,275,53,fibs;b_step;b_iter;b_inverse;b_inverse_iter;matrix_formula;det_pair;chi12;post_l_seat;canonical_pairs;start_type;make_starts;validate_start;run;write_csv,pathlib;csv;json;math;itertools,4f28dcb99d4ded0105d146d5cccb44250519ea622ade2ccbf8b8c51f8b7f4208
phase5_v7z_mock_theta_fqm_shadow_channel.py,direct,equation-bearing symbolic/numeric research implementation,9,9,,fractions;cmath;math,f557d715086cc9a8f2c046231260d9f5034bf742d680bb70bbced06c7e6651b7
phase5_v8a_all_history_confluence_cocycle.py,direct,equation-bearing symbolic/numeric research implementation,222,18,Ev;norm_edge;support;independent;State;apply_word;dependent;foata_levels;write_csv;build_events;main;name;__init__;sig;apply,__future__;dataclasses;csv;itertools;json;random;pathlib,fe8e88a9f1a2dc7bce3c54b0272639b1e5c51755f03c551686b419385fcf81f4
phase5_v8b_full_fqm_classification_boundary_attack.py,direct,equation-bearing symbolic/numeric research implementation,635,127,gcd;units_mod;factor;legendre_symbol;cyclic_q_key;cyclic_prime_keys;mat_det_2;gl2_mod;transform_sym_2;canonical_sym_2;write_csv;direct_sum_symbol,__future__;csv;json;math;os;shutil;hashlib;zipfile;itertools;random;textwrap;pathlib;datetime,3fd52289f30a68d5d41724384711eab3cac422784ea97bf7d974fba34fd9a50a
phase5_v8d_orthad_generated_fqm_subclass.py,direct,equation-bearing symbolic/numeric research implementation,464,156,lcm;admissible_step;admissible_cs;Presentation;representative_invariant;b_value;q_value;radical_size;primes_of;has_two_primary_cross;classify_route;write_csv;write_json;cdict,__future__;csv;json;math;cmath;hashlib;shutil;zipfile;os;dataclasses;fractions;pathlib;itertools;numpy;sympy,2d6dd3d045c1a4078b8cbeb4dc6db431e955968ece4a47d5791fc6b9c628428d
phase5_v8e_family_f_isometry_classifier.py,direct,equation-bearing symbolic/numeric research implementation,453,200,valid_cs;denom;q_int;b_int;radical_size;gauss_sum;sig_mod8_from_sum;prime_factors;p_primary_elems;invariant_key;allowed_entries;is_auto_matrix;automorphisms;act_on_c;orbit_classes;graph_components;parse_edges_from_v8d_c;edges_from_matrix;parts;find;union,pathlib;os;json;csv;math;cmath;ast;shutil;zipfile;hashlib;textwrap;itertools;math;pandas;numpy;nbformat,77da8f819a7f27b04d3922ece6b3cf73c76840e02d31f8368c7b992d30c809af
phase5_v8f_rank_ge3_family_f_components.py,direct,equation-bearing symbolic/numeric research implementation,418,95,q_num_equal;b_num_equal;order_equal;det_odd;EqualRank3Decider;form_label;chain_forms;disconnected_forms;graph_connected;classify_forms;split_check;graph_components;two_part;project_2core;parse_archival;normalize_equal_chain_from_edges;__init__;target_data;isometric;find;union,pathlib;os;json;csv;math;cmath;ast;shutil;zipfile;hashlib;itertools;textwrap;math;collections;pandas,e65bc2ee0e4e24df1673af1f478e613bbb94a0c232dbf7368a5525f99d83a36b
phase5_v8g_triangles_mixed_highrank_2primary_components.py,direct,equation-bearing symbolic/numeric research implementation,537,103,q_num_equal;b_num_equal;order_equal;det_odd;edge_count;shape_name;EqualRank3Decider;orbit_from_form;classify_equal_all;common_M;edge_dict;q_num_general;b_num_general;order_elem;subgroup_size;isometric_general_same_shape;valid_residues;graph_connected;graph_components;lower_targets_same_shape;classify_general_all;two_part;project_2core;parse_jsonish;__init__;target_data;isometric;rec;find;union,pathlib;os;json;csv;math;itertools;ast;shutil;zipfile;hashlib;math;collections;pandas;pandas,fd0a169a2e5a4d2a3c101df00c887648172b9c29ffcb227d34a9fbfd13bbed8b
phase5_v8h_rank4_exact_closure_rankge5_reduction_attack.py,direct,equation-bearing symbolic/numeric research implementation,350,115,elem_order;q_value;b_value;q_hist;radical_size;gauss_sig;graph_components;gen_size;candidates_for;verify_witness;isometric;edge_tuple_from_list;write_csv;rec,csv;json;math;cmath;hashlib;zipfile;os;shutil;pathlib;itertools;collections;functools,45b16f17c486a078059ab73a502578d78a7d0d453560a0969be92dcfd212a616
phase5_v8i_extended_diagonal_block_decomposition.py,direct,equation-bearing symbolic/numeric research implementation,411,119,read_zip_csv;mod_frac;inv_mod;mat2_inv_mod;B_matrix;apply_col_transform;split_decompose;edges_from_rep_rank4;symbol;write_csv,os;json;csv;ast;zipfile;shutil;hashlib;io;math;pathlib;fractions;itertools;collections;pandas;collections,b16b7bd3cbeae13fffb3b32533f20a553fa1d6db3534f152ed451bcb9fa10763
phase5_v8j_radical_aware_block_decomposition.py,direct,equation-bearing symbolic/numeric research implementation,411,108,parse_list;json_dumps;radical_symbol;gt_block_symbol,__future__;os;json;csv;zipfile;hashlib;shutil;ast;textwrap;pathlib;fractions;pandas,170999112f45594d3a7b6ec839036d93df96388a71b74303f39faf9f9bcc80cb
phase5_v8k_radical_aware_decomposition_redone_under_data_gates.py,direct,equation-bearing symbolic/numeric research implementation,554,117,lcm;edge_choices_for;form_from_dict;make_form;element_order;snf_all_ones;spans;radical_elements_bruteforce;radical_elements_mitm;verify_decomp_certificate;classify_rank4_true_diag;write_csv;write_json;q;b;elem_order_cached;qv;bv;q_value;b_value;q_hist;gen_size;candidates_for;isometric;rec,csv;json;math;shutil;zipfile;hashlib;itertools;os;subprocess;textwrap;pathlib;collections;functools,a23d0bf44e5c4f2f98338db556936530ddcab81d6fb2e89bef1dc008d658a1eb
phase5_v8l_full_decomposition_under_data_gates.py,direct,equation-bearing symbolic/numeric research implementation,447,115,lcm;edge_choices;make_form;elem_order;snf_all_ones;spans;radical_mitm;subgroup_generated;radical_generators;quotient_invariants;form_edges_from_rep;verify_certificate;q4;b4;qhist4;gensize4;cands;verify_wit;isometric;radical_size_form;write_csv;write_json;q;b;rec,csv;json;math;cmath;hashlib;zipfile;os;shutil;itertools;pathlib;collections;functools;sympy;sympy,ab0ed994d52487b66df8ae654dd9954198f012e29b5818745edba11cdf77a59f
phase_block_solution.py,direct,manually confirmed mathematical mining target,147,1,B;depth_to_floor;seed_for_A;truncated_depth;canonical_block_word;execution_coordinate;execution_coordinate_closed;BlockInfo;block_info;emit_blocks;compare_naive_depth_to_pi;write_blocks_csv;main;depth_digit_candidate;coordinate_mod_10,__future__;dataclasses;typing;argparse;csv,0f4f115b3acc4e7db9015e3aa2b859cbd470cbd8c47733eebe7e98e3c20ba45c
phase_block_solution_sympy.py,direct,equation-bearing symbolic/numeric research implementation,48,1,B;depth_to_floor,__future__;sympy,fbd3df5868384a21c39af94e5b8e4a5ca13695bc03abf9547ef0cecd653e2796
phase_calculus_attack_sympy.py,direct,equation-bearing symbolic/numeric research implementation,112,6,B_pair;apply_B_pair;dA;qpoch_residual;shell_recursion_coeffs;classical_mock_theta_coeffs;corrupted_mock_theta_coeffs;main,__future__;json;math;typing;mpmath;sympy,3752e726b7d03a572b177bc60c4c4f640dd6ee7717313339d5a500f0d8e28984
phase_calculus_numeric_certificates.py,direct,equation-bearing symbolic/numeric research implementation,106,16,fib;corridor_pair;apery_zeta3;catalan_partial;gamma_euler_maclaurin;bring_roots;main,__future__;json;decimal;math;pathlib;mpmath;sympy,624a1f2b8452265a4a0df428c24595e7b15016d5a25a6bdf1e9bfbb59e091125
phase_calculus_total_audit.py,direct,equation-bearing symbolic/numeric research implementation,428,73,sha256;add_gate;add_constant;B_pair;corridor;fib;pslq_attack,__future__;csv;hashlib;json;math;re;sys;decimal;pathlib;typing;mpmath;sympy;matplotlib,0ffa1a406c9f3f920caa0f7669d9c11d1a9c29ad92f3802c36dbc1695654de69
phase_four_filter_covariance.py,direct,equation-bearing symbolic/numeric research implementation,980,57,mpf;normalize_angle;phase_arg;abs_diff;serialize_value;State;state_from_sheet;host_step;Q_state;B_pair;B_state;L_state;apply_word;words_upto;deep_words;random_words;intrinsic_edge_phases;intrinsic_branch_pair;green_filter;blue_filter;red_filter;host_phase;yellow_spinor;qgt_projected_numeric;build_biological_slots;yellow_filter;state_from_readout;apply_word_to_filter;filter_error;canonical_states;canonical_anchor_states_for_recovery;recover_green;recover_blue;recover_red;recover_yellow;stripped_product_payloads;stripped_periodic_payloads;corridor_pairs;anchor_orbit_states;biological_gate_rows;qgt_corridor_rows;pairwise_correlation_rows;gate_dataframe;recovery_gate;negative_controls;plot_gate_errors;plot_qgt_corridor;plot_biological_decomposition;plot_correlations;run_analysis;__post_init__;kappa;phi;N;delta;r;germ;phase_focus;apply_P;inner,__future__;dataclasses;itertools;pathlib;csv;hashlib;json;math;random;typing;mpmath;matplotlib;matplotlib;pandas;argparse,73bc8863867f4fb5d0a6631e692b6c61e886918f045c927d0e40144124cb7a06
phase_lift.py,direct,equation-bearing symbolic/numeric research implementation,148,34,BalancedPair;CompletionGerm;PhaseCoordinates;ExtendedLiftedState;__post_init__;product;refine;as_tuple;theta_pi_units;left_pi_units;right_pi_units;width_pi_units;half_width;as_tuple_pi_units;initial;theta;visible_witness;recomputed;with_values;zero;copy_with,__future__;dataclasses;fractions;math;typing;numpy,4e6612771466d02001b9570fe6aa0e98a638b7337aeb568e33b9618b3e26da19
phase_native_live_decoder_v10.py,direct,equation-bearing symbolic/numeric research implementation,554,38,PrepareResult;QueryResult;FixedStateRow;AdaptiveRow;ScalingRow;TrajectoryRow;PacketRow;compile_native;NativeLib;write_csv;sha256sum;required_decimal_digits_for_query;ambiguity_barrier_position;fibonacci;est_q_terms;packet_depth_rows;run_fixed_state_demo;run_adaptive_demo;run_scaling_sweep;run_live_trajectory;summarize;make_notebook;main;__init__;reset;prepare;query;reference_query,__future__;argparse;csv;ctypes;hashlib;json;math;subprocess;time;dataclasses;pathlib;typing,e8703508179d10c3b7587cc83d1d0cd23dcc3e787c75ae094e3550c254d51d3e
phase_native_local_decoder_v9.py,direct,equation-bearing symbolic/numeric research implementation,637,66,QueryRow;PacketRow;BenchRow;compile_native;NativeLib;required_decimal_digits_for_query;compute_required_decimal_digits;fibonacci;est_q_terms;packet_depth_rows;write_csv;sha256_file;build_manifest;make_notebook;write_note;write_readme;write_sympy;write_lean;main;__init__;reset;prepare;query;reference_query;benchmark,__future__;argparse;csv;ctypes;hashlib;json;math;subprocess;dataclasses;pathlib;typing,fb4eeb5152d0ba2ec3b414d92779ccd831304758c421dab285d1b5e6bc0c8181
phase_native_radix.py,direct,equation-bearing symbolic/numeric research implementation,241,30,B_pair;seed_for_host;depth_to_floor;HostBlock;canonical_block_word;execution_coordinate;execution_coordinate_closed;core_coordinate;host_block;block_table;frac_part;to_base_digits_int;frac_digits;int_block;observable_registry;integer_registry;direct_fraction_block;stateful_fraction_blocks;integer_block;write_rows;to_row,__future__;dataclasses;fractions;typing;csv,b5e87e6341eecc3befe41848ad312070894a30ec1dea01d1c3ec0abb68dc9696
phase_native_random_access_v8.py,direct,manually confirmed mathematical mining target,44,0,extract_decimal_block;main,__future__;argparse;json;mmap;pathlib,a50ab0bd4b5364bedeec8bfee30420aac0392e012529c03c1e787e5b0080f329
phase_native_streaming_spigot.py,direct,equation-bearing symbolic/numeric research implementation,403,9,ReadyWindow;B_pair;seed_for_host;depth_to_floor;derivative_lower_bound;error_bound_from_N;safe_decimal_digits;safe_hex_digits;ready_windows;phi_anchor;native_anchor_root;_int_to_base;expand_in_base;split_blocks;first_mismatch;chudnovsky_pi;ramanujan_pi;write_csv;run;main;to_row,__future__;dataclasses;pathlib;typing;argparse;csv;json;math;time;mpmath,8711e3767a5059a6a4a8b95f89da142c235a3014844a1e39e07038234f52b405
phase_native_streaming_spigot_direct.py,direct,equation-bearing symbolic/numeric research implementation,511,13,PacketState;IterationRow;EmissionRow;VerificationResult;BenchmarkResult;fibonacci;balanced_pair;canonical_block_word;execution_coordinate;packet_state;packet_family;q_stats;packet_exact_bundle;starter_newton_from_three;adaptive_schedule;safe_digits_from_error_bound;halley_update;error_bound_from_residual;int_to_base;expand_in_base;first_mismatch;chudnovsky_pi;ramanujan_1914_pi;write_csv;sha256_file;run_direct_packet_stream;verify_and_benchmark;build_manifest;main;to_row;to_row;to_row;to_dict;to_dict,__future__;dataclasses;pathlib;typing;argparse;csv;hashlib;json;math;time;mpmath,7650cb6d5510443cec872a8d0a671fa54400f68cd88fdb9503552addbaa8a30c
phase_native_streaming_spigot_direct_v3.py,direct,equation-bearing symbolic/numeric research implementation,520,12,PacketState;IterationRow;EmissionRow;VerificationResult;fibonacci;balanced_pair;canonical_block_word;execution_coordinate;packet_state;packet_family;write_csv;sha256_file;int_to_base;expand_in_base;first_mismatch;pentagonal_bundle_fast;packet_bundle_pentagonal;newton_starter;halley_update;error_bound_from_residual;safe_digits_from_error_bound;chudnovsky_pi;ramanujan_1914_pi;benchmark_mean_seconds;compute_candidate_value;run_candidate_stream;verify_and_benchmark;build_manifest;main;to_row;to_row;to_row;to_dict;q_to,__future__;dataclasses;pathlib;typing;argparse;csv;hashlib;json;time;mpmath,c01f96c38f2e751770f0a7e561a39a0558f18648939e56b4a4bee48c571dd57d
phase_native_streaming_spigot_direct_v5.py,direct,equation-bearing symbolic/numeric research implementation,520,33,PacketState;EmissionRow;VerificationResult;PacketDepthRow;IterRow;Summary;compile_native;load_lib;candidate_fast;candidate_trace;candidate_benchmark;fibonacci;packet_state;packet_family;first_mismatch;int_to_base;expand_in_base;chudnovsky_pi;ramanujan_1914_pi;benchmark_mean_seconds;write_csv;sha256_file;build_manifest;pentagonal_term_count;packet_depth_exploration;main;above,__future__;argparse;csv;ctypes;hashlib;json;math;subprocess;time;dataclasses;pathlib;typing;mpmath,01c883295c3347510efa89b5a5c275709e8265e59d746b8b3e0b46392ae1b9e8
phase_native_streaming_spigot_direct_v6.py,direct,equation-bearing symbolic/numeric research implementation,458,39,PacketState;EmissionRow;VerificationRow;HotSummary;compile_native;load_lib;hot_run;legacy_cert_run;c_benchmark;int_to_base;expand_in_base;chudnovsky_pi;ramanujan_1914_pi;benchmark_mean_seconds;fibonacci;pentagonal_term_count;packet_depth_exploration;first_mismatch;write_csv;sha256_file;build_manifest;main;above,__future__;argparse;csv;ctypes;hashlib;json;math;subprocess;time;dataclasses;pathlib;typing;mpmath,a0054e6f785b99596dd0ee257c59fbf2e1fe2a645df075c5710f66d4a55987e1
phase_native_streaming_spigot_direct_v7.py,direct,equation-bearing symbolic/numeric research implementation,512,29,EmissionRow;CandidateRow;VerificationRow;PacketRow;compile_native;NativeLib;int_to_base;expand_in_base;chudnovsky_pi;ramanujan_1914_pi;benchmark_mean_seconds;first_mismatch;fibonacci;packet_depth_exploration;write_csv;sha256_file;build_manifest;main;__init__;reset;hot_run;full_run;benchmark,__future__;argparse;csv;ctypes;hashlib;json;math;subprocess;time;dataclasses;pathlib;typing;mpmath,db9d11bac58b9514699e76682007693760f8fc6eb699b0804f1bffda4b6c4211
phase_native_streaming_spigot_direct_v8.py,direct,equation-bearing symbolic/numeric research implementation,659,40,CandidateRow;VerificationRow;PacketRow;RandomAccessRow;compile_native;NativeLib;int_to_base;expand_in_base;chudnovsky_pi;ramanujan_1914_pi;benchmark_mean_seconds;first_mismatch;fibonacci;est_q_terms;packet_depth_exploration;write_csv;sha256_file;build_manifest;extract_decimal_block;benchmark_random_access;universal_packet_checks;make_notebook;main;__init__;reset;full_run;benchmark,__future__;argparse;csv;ctypes;hashlib;json;math;mmap;os;random;subprocess;time;dataclasses;pathlib;typing;mpmath,41b2df1a182c95ad52a284135065a899ad1696ff5b6fe3ba47d879646b83d02f
phase_radix_block_search.py,direct,equation-bearing symbolic/numeric research implementation,211,7,CandidateScore;decimal_target;hex_target;score_stream;build_fraction_stream;build_stateful_fraction_stream;build_integer_stream;candidate_scores;score_sort_key;sample_radix_table;nativeity_audit;main;to_row,__future__;dataclasses;pathlib;typing;csv;hashlib;json;time;phase_native_radix;baseline_extractors,ffbcbb900688b287deaacade3c7310579007d741f6dee40479e8183ab7e54a06
phase_selector_engine.py,direct,manually confirmed mathematical mining target,168,0,B_pair;seed_for_host;depth_to_floor;HostBlock;canonical_block_word;execution_coordinate;execution_coordinate_closed;host_block;block_table;write_block_table;selector_symbol;block_schedule_trace;to_row,__future__;dataclasses;typing;csv,8767f4cc7be2185d0838f365fbb7bbb9aa7e4c087caf55c7fe5a0f44d443900e
phase_structural_closure_v11.py,direct,equation-bearing symbolic/numeric research implementation,189,18,PositionRow;PacketDepthRow;load_json;lower_bound_digits;fibonacci;k_n;write_csv;sha256sum;main,__future__;csv;hashlib;json;math;shutil;dataclasses;pathlib;typing,c3a3c8e4f8a59031dbddc68e266ac77c35181a6b51235e278e7f145615804fed
phase_three_filter_covariance.py,direct,equation-bearing symbolic/numeric research implementation,913,52,State;next_host;op_Q;op_B;op_L;state_from_parts;intrinsic_pair;green_filter;blue_filter;classical_f_cached;unary_shadow_cached;red_branch_values;red_filter;phase_sheet_update;green_action_Q;green_action_B;green_action_L;blue_action_Q;blue_action_B;blue_action_L;red_action_Q;red_action_B;red_action_L;angular_difference;green_diff;blue_diff;red_diff;recover_from_green;recover_from_blue;recover_from_red;apply_word_state;apply_word_green;apply_word_blue;apply_word_red;mp_to_str;write_csv;sha256_of_file;compute_correlation_table;exhaustive_words;deterministic_deep_words;random_walk_words;run_covariance_gate;run_recovery_gate;product_only_counterexample;sheet_loss_witness;launched_anchor_orbit;launched_corridor;make_figures;run_analysis;build_manifest;write_sha256s;zip_package;main;kappa;phi;delta;tau;germ,__future__;argparse;csv;hashlib;itertools;json;math;random;subprocess;dataclasses;functools;pathlib;typing;matplotlib;mpmath;numpy;zipfile,d2d35c11f0a90668e2e018ebacc731976e740ba5c639a26b809a424d08a2e6c3
phase_three_filter_sympy.py,direct,equation-bearing symbolic/numeric research implementation,84,4,serialize;main,__future__;json;pathlib;sympy,6e449d0e64e38b73fef9b34dbc88863a656aeb0b5cd4c86cbd5da14de42c22ee
pre_large_scale_light_matter.py,direct,equation-bearing symbolic/numeric research implementation,622,107,G;State;norm_sq;completed_norm_sq;qgt_cell;write_csv;linear_fit;CountState;main;zero;one;mul_i;scale;norm_sq;phase_label;initial;clone;phase_positions;capacity;emit;tick;__init__;phase_positions;capacity;emit;tick,__future__;csv;hashlib;json;math;cmath;dataclasses;fractions;pathlib;typing;numpy;matplotlib,a1c51187b0783cadc172509344b4824d50d8bd3db2b997cbfdf788f65c5d7e29
primitive_modular_derivation_v61.py,direct,equation-bearing symbolic/numeric research implementation,32,16,chi12;S_matrix;gates,__future__;math;cmath;json;numpy,6ec2972a3a2aebb7ede6fee781c2a70a70f02bcb37fdd7f4dc98f57c2e15d806
primitive_shadow_correspondence_v62.py,direct,equation-bearing symbolic/numeric research implementation,41,17,finite_F;T_diag;chi8;odd8;max_abs,cmath;math;json;numpy,6cd88baffd3fb8d1dff03a9a8f1b26fd49e352ddde9bec22c166da788a948fc8
projection.py,direct,reusable mathematical/dynamical algorithm or solver component,145,41,AtomKey;ProjectedModel;atom_from_state;atoms_from_candidate;design_from_atoms;fit_projected_model;label;to_jsonable;predict;nonzero_terms;formula;to_jsonable,__future__;math;dataclasses;typing;numpy;pcsr;pcsr,cae330e112a6b2bcd3d594d04405683eb8c604579b9a35527e4cd64c7441ffbd
projector.py,direct,reusable mathematical/dynamical algorithm or solver component,40,13,FinalProjection;open_final_projection,__future__;dataclasses;numpy;pc_vdm_lifted_descent_solver;pc_vdm_lifted_descent_solver,a8957905cd36b048800b7038793a7879bf98a24eb7842e5746e7f0d4df7f52c0
projector_hygiene_selector_demote_attack_v50.py,direct,equation-bearing symbolic/numeric research implementation,100,11,State;B_pair;corrected_L;old_T_witness_layer;visible_witness;ancient_yi_digits_lsd_first;decimal_from_lsd_digits;main,dataclasses;math;json;sympy,62ee9bd85f226ec76d0f0a1ca3a976c16691790e562a0e07ff5c6c4ac6c01343
qbl_prime_watch.py,direct,equation-bearing symbolic/numeric research implementation,260,8,DomainPrimeRow;q_count;final_orientation_index;final_capacity_exponent;_required_dps;_log_fib_product;cumulative_b_steps;b_count;scan;q_divisor_progressions;_fmt_factorization;render_text;main;both_prime;correction,__future__;argparse;json;dataclasses;typing;mpmath;sympy;sympy;sympy,3c05f3b8c94d00966a26c45e6e3a033fc568f4b994e792d6fcd446f95c9631a7
qbl_step_wide_v0.S,direct,manually confirmed mathematical mining target,900,0,,,4b09ba67f0422ea08a6aec3afc332c15c4132207672ec0c6cc93272cdf8e8d3b
ramanujan_residual_balanced_windows_code.py,direct,equation-bearing symbolic/numeric research implementation,101,18,,pathlib;math;numpy;pandas;matplotlib;matplotlib,81ef24b27e8311999818edd02b38222a28fedbdf263fd35d631ab1226848a9ee
refine_plaquettes.py,direct,equation-bearing symbolic/numeric research implementation,45,4,ib;hpair,gzip;json;hashlib;csv;pathlib;mpmath,56cff1b9e8840fd2e65d2331c766f4e8a749dbba9a7c0c7b853e877e22b21058
residual_coefficient_routeB_check.py,direct,equation-bearing symbolic/numeric research implementation,32,3,,json;sympy,70da1f21d975966375bef48b30df9218dc6f6db9300ea1e6fd2634e7d4b3153f
revgsp.py,direct,reusable mathematical/dynamical algorithm or solver component,319,20,RevGSP;__init__;_clamped_normal;_base_pi;_eta_effective;_gamma_from_plv;_temporal_filter;_adaptive_window;_latency_scale;adapt;adapt_connectome,__future__;typing;math;numpy;scipy,e3d23d325f3646dc91f1936ee4a26db4bc49453462cec0b726f6f388129d2f78
shadow_residual_eta_sympy_v59.py,direct,equation-bearing symbolic/numeric research implementation,115,10,chi12;positive_half_coeffs;shadow_residual_coeffs;eta_product_coeffs;bilateral_derivative_symmetric;bilateral_shadow_symmetric;main,json;fractions;pathlib;sympy,9d83cc5beded352785c9df0a35507c71d55256567e6bdbd26e22924c5f1d6ead
shadow_residual_multiplier_v60.py,direct,equation-bearing symbolic/numeric research implementation,304,18,chi12;exponent_pair;eta_coeff_map_by_shift;eta_positive_coeff_map;make_coefficient_table;matrix_entries;write_matrix_csv;theta_vec;deriv_vec;verify_transforms;verify_eta;verify_chi_eigenvectors;verify_orientation_projection;write_exact_result_card;write_hash_manifest;main,__future__;cmath;csv;hashlib;json;math;pathlib;typing;mpmath;sympy,4ccfa0b7ce3f97487fae2e9dfa09ca928d6ae01184598dc1fbef6035e7e44774
sie.py,direct,reusable mathematical/dynamical algorithm or solver component,272,31,_sigmoid;_calculate_modulation_factor;_calculate_stabilized_reward;SelfImprovementEngine;__init__;update_and_calculate_valence;update_from_runtime_metrics;_compute_hsi_norm;get_drive;resize_buffers,numpy;scipy,6b1c4cec3fdd8c7be03a720220481176ef7350d3612dfd68d0617b1cf538e662
sie_v2.py,direct,reusable mathematical/dynamical algorithm or solver component,100,44,SIECfg;SIEState;_ema_update;_novelty_norm;_hsi_norm;sie_step;__init__,__future__;math;numpy;dataclasses,ef920c9b92af4fc4a4cc2c807bbb53f4273282466128234e1cafe97a6ec42f82
signals.py,direct,reusable mathematical/dynamical algorithm or solver component,326,19,_safe_getattr;compute_b1_z;sie_valence;compute_cohesion;compute_vt_metrics;snapshot_numbers;apply_b1_detector;compute_active_edge_density;compute_td_signal;compute_firing_var,__future__;typing;vdm_rt,1b4518c98c76b726db5d2b8eae05ccab1f341815302007ca433307f5811d3e4b
solver.py,direct,reusable mathematical/dynamical algorithm or solver component,132,31,SolverConfig;StepLog;SolveResult;LiftedDescentSolver;to_jsonable;__init__;fit,__future__;dataclasses;typing;numpy;pc_vdm_lifted_descent_solver;pc_vdm_lifted_descent_solver;pc_vdm_lifted_descent_solver;pc_vdm_lifted_descent_solver;pc_vdm_lifted_descent_solver;pc_vdm_lifted_descent_solver;pc_vdm_lifted_descent_solver,9507832a3eb35c6c9c6448f26cf7414d663a5061bf03aedd506ecf6856221d60
sparse_connectome.py,direct,reusable mathematical/dynamical algorithm or solver component,706,79,SparseConnectome;__init__;_build_alias;_alias_draw;stimulate_indices;_void_traverse;step;_active_edge_iter;_maybe_audit_frag;active_edge_count;connected_components;cyclomatic_complexity;snapshot_graph;get_phi;get_memory;connectome_entropy,__future__;numpy;networkx;typing;os;void_dynamics_adapter;announce;primitives;sie_v2;sie_v2,488c9406585b9486475015eaaaac19373f3f954ab70694afb2f3729fffcc7b36
spectral_ops.py,direct,reusable mathematical/dynamical algorithm or solver component,80,52,_omega;spectral_laplacian;spectral_grad;kg_verlet_step;stiffness;h_energy_norm_delta,__future__;numpy,46ef011ba5e0b58e0124a0c8b6978cc652d4added02da2d8798ffe705223d221
stepper.py,direct,reusable mathematical/dynamical algorithm or solver component,136,7,compute_step_and_metrics,__future__;typing;vdm_rt;vdm_rt,a9afcae5dd4c872294cca07a7a33da11159af2f4abb5560f4b8b6684a7a572c3
structural_homeostasis.py,direct,reusable mathematical/dynamical algorithm or solver component,167,51,_compute_affinity;_select_bridge_pairs;perform_structural_homeostasis,numpy,10a037746bad092fb8ac9f382048de4da828e7a8b5573768989bec94988d964d
sympy_checks.py,direct,equation-bearing symbolic/numeric research implementation,123,13,main;q,__future__;json;pathlib;sympy,891cf9d5895648b39262f62154f0bb5eb27df61181cb9d89ac068d0f5c1a63ae
sympy_endogenous_floor_proofs.py,direct,manually confirmed mathematical mining target,32,6,U,pathlib;sympy;json,4a443c550b952b5f7dcc4044dd1a3a5ab5f45a9e2c3cad096e5c49f34e6f1f2f
